Epoch,Train Loss,Valid Loss,Train Accuracy,Valid Accuracy
1,2.8001752761409446,2.1921286167790046,0.1286031042128603,0.2835820895522388
2,2.2126181828737788,1.8969006787485152,0.23725055432372505,0.2935323383084577
3,1.743883732417206,1.3735973289356895,0.31596452328159647,0.43283582089552236
4,1.5685093207264158,1.2465524373955987,0.3580931263858093,0.3880597014925373
5,1.3720052858149663,1.3599338199368758,0.4356984478935698,0.40298507462686567
6,1.216643561809396,1.210358397581091,0.4839246119733925,0.5124378109452736
7,1.052948340608381,1.0469078762614312,0.524390243902439,0.3880597014925373
8,0.8920815287038122,1.0443210773800142,0.5898004434589801,0.6069651741293532
9,0.872388478525462,0.8391781108296332,0.594789356984479,0.5970149253731343
10,0.6822951993762522,0.912165164502699,0.6657427937915743,0.7263681592039801
11,0.6521929934653897,0.7832976013273742,0.6923503325942351,0.7014925373134329
12,0.6035158071179612,0.7984949913784046,0.700110864745011,0.6666666666666666
13,0.5330792867688012,0.6295884565927496,0.7366962305986696,0.7512437810945274
14,0.49682185470132767,0.780700533989057,0.7472283813747228,0.6766169154228856
15,0.4342219587704559,0.7154194490233464,0.7749445676274944,0.6666666666666666
16,0.42115977043058817,0.5757120290205846,0.7732815964523282,0.8258706467661692
17,0.4534341008990937,0.7982982343702174,0.7976718403547672,0.6119402985074627
18,0.29547339558865704,0.5100511969321996,0.8348115299334812,0.8308457711442786
19,0.304266224018486,0.6004331746504674,0.8342572062084257,0.7611940298507462
20,0.2909185569196477,0.5899953848093896,0.8470066518847007,0.7860696517412935
21,0.2784586143070737,0.6272165754541236,0.8592017738359202,0.8109452736318408
22,0.2475326010697168,0.6296221883735846,0.8841463414634146,0.8805970149253731
23,0.218261948181626,0.6587229164975199,0.8902439024390244,0.7562189054726368
24,0.23013133220291984,0.6370181251521134,0.8791574279379157,0.8258706467661692
25,0.15126939795233987,0.5159319084675158,0.9107538802660754,0.9154228855721394
26,0.11447214779594785,0.506365591317267,0.9373614190687362,0.9054726368159204
27,0.08866088941462025,0.5257302750254151,0.9478935698447893,0.9054726368159204
28,0.09961063664266116,0.5227718292480678,0.9523281596452328,0.9104477611940298
29,0.0754866945637832,0.5303219426330642,0.9661862527716186,0.900497512437811
30,0.06622385794086229,0.542971245685027,0.9639689578713969,0.9303482587064676
31,0.06648852324274321,0.5615844879280868,0.9645232815964523,0.9054726368159204
32,0.06781017909161004,0.5258822467789721,0.9628603104212861,0.9104477611940298
33,0.05490022145228217,0.5227689267094455,0.9711751662971175,0.9104477611940298
34,0.05775450658210101,0.505808194033542,0.9695121951219512,0.9154228855721394
35,0.05339134656132391,0.5474663571042208,0.9761640798226164,0.9154228855721394
36,0.04707112309508472,0.5521500226277024,0.9733924611973392,0.9303482587064676
37,0.05108949088567905,0.5455380583283913,0.9783813747228381,0.9303482587064676
38,0.05337617729693453,0.5735739410220094,0.9728381374722838,0.9253731343283582
39,0.05156560901329417,0.5375947624593231,0.9805986696230599,0.9253731343283582
40,0.054356975344623006,0.567715199580833,0.975609756097561,0.9303482587064676
41,0.06189768106373081,0.5525110203828385,0.9684035476718403,0.9303482587064676
42,0.05768143678881112,0.5534275785014404,0.9717294900221729,0.9353233830845771
43,0.041221574014940705,0.5291754723484836,0.983370288248337,0.9154228855721394
44,0.05676001170340372,0.5565931341837888,0.9661862527716186,0.9253731343283582
45,0.050957004322841795,0.556896329815708,0.9778270509977827,0.9303482587064676
46,0.05596857664986883,0.5554740608331576,0.9750554323725056,0.9303482587064676
47,0.04778463788280995,0.547610336868324,0.9761640798226164,0.9203980099502488
48,0.06024032161300568,0.5722596344366595,0.9711751662971175,0.9303482587064676
49,0.04727811100345493,0.5532825440909732,0.9783813747228381,0.9154228855721394
50,0.05325304594576491,0.5434513038663722,0.975609756097561,0.9154228855721394
51,0.0560781214047562,0.5373536805015299,0.9733924611973392,0.9253731343283582
52,0.04600879563196271,0.5348789370178584,0.9783813747228381,0.9154228855721394
53,0.05299702655119272,0.5466277694227684,0.9722838137472284,0.9303482587064676
54,0.06558633745212249,0.5529512936499581,0.9700665188470067,0.9253731343283582
55,0.05457061019926404,0.5529084432480941,0.975609756097561,0.9154228855721394
56,0.057430054653774605,0.5578880295231567,0.9750554323725056,0.9253731343283582
57,0.056531987588712224,0.5713777599939659,0.9739467849223947,0.9253731343283582
58,0.04798595914968234,0.5494019003649849,0.9733924611973392,0.9253731343283582
59,0.05009730117284009,0.5657335672509017,0.9767184035476718,0.9303482587064676
60,0.04576570755428327,0.5420590164649546,0.9767184035476718,0.9203980099502488
61,0.04449950146205938,0.5518554543974388,0.9783813747228381,0.9253731343283582
62,0.05920948795230849,0.53341805356652,0.9728381374722838,0.9154228855721394
63,0.050141143197495235,0.5380755983181854,0.9750554323725056,0.9253731343283582
64,0.05726369364629035,0.5681777169455343,0.9750554323725056,0.9203980099502488
